# Ir,Pd,Pt,Rh,Ru
0.230,0.186,0.213,0.186,0.186
0.263,0.199,0.251,0.199,0.088
0.237,0.200,0.237,0.237,0.089
0.240,0.217,0.264,0.194,0.085
0.272,0.240,0.232,0.184,0.072
0.240,0.256,0.240,0.184,0.080
0.252,0.252,0.244,0.179,0.073
0.246,0.246,0.254,0.180,0.074
0.244,0.244,0.252,0.187,0.073
0.244,0.244,0.252,0.187,0.073
