# Ir,Pd,Pt,Rh,Ru
0.182,0.236,0.196,0.216,0.169
0.213,0.264,0.208,0.213,0.101
0.225,0.217,0.225,0.275,0.058
0.173,0.260,0.213,0.283,0.071
0.184,0.246,0.202,0.307,0.061
0.200,0.236,0.200,0.291,0.073
0.183,0.231,0.240,0.288,0.058
0.223,0.233,0.233,0.262,0.049
0.190,0.260,0.230,0.280,0.040
0.190,0.250,0.240,0.280,0.040
0.190,0.250,0.240,0.280,0.040
