# Ir,Pd,Pt,Rh,Ru
0.243,0.209,0.186,0.182,0.179
0.282,0.193,0.199,0.227,0.099
0.271,0.205,0.193,0.253,0.078
0.243,0.215,0.188,0.271,0.083
0.282,0.183,0.191,0.267,0.076
0.257,0.199,0.206,0.279,0.059
0.282,0.183,0.206,0.282,0.046
0.269,0.185,0.208,0.285,0.054
0.269,0.185,0.208,0.285,0.054
0.269,0.185,0.208,0.285,0.054
