# Ir,Pd,Pt,Rh,Ru
0.216,0.179,0.220,0.196,0.189
0.273,0.150,0.241,0.225,0.112
0.237,0.154,0.260,0.237,0.112
0.245,0.187,0.265,0.200,0.103
0.252,0.177,0.279,0.211,0.082
0.260,0.164,0.281,0.212,0.082
0.264,0.157,0.286,0.207,0.086
0.254,0.169,0.289,0.204,0.085
0.254,0.169,0.289,0.204,0.085
