# Ir,Pd,Pt,Rh,Ru
0.196,0.189,0.149,0.162,0.304
0.268,0.229,0.159,0.178,0.166
0.274,0.214,0.197,0.188,0.128
0.322,0.203,0.178,0.178,0.119
0.330,0.217,0.198,0.170,0.085
0.330,0.214,0.194,0.175,0.087
0.330,0.220,0.210,0.190,0.050
0.337,0.238,0.208,0.168,0.050
0.333,0.240,0.208,0.177,0.042
0.330,0.237,0.206,0.175,0.052
0.330,0.237,0.206,0.175,0.052
