# Ir,Pd,Pt,Rh,Ru
0.193,0.189,0.206,0.220,0.193
0.225,0.208,0.202,0.287,0.079
0.252,0.231,0.197,0.265,0.054
0.276,0.194,0.201,0.284,0.045
0.235,0.221,0.235,0.272,0.037
0.220,0.228,0.236,0.283,0.031
0.215,0.215,0.248,0.306,0.017
0.232,0.216,0.240,0.296,0.016
0.232,0.216,0.240,0.296,0.016
