# Ir,Pd,Pt,Rh,Ru
0.196,0.220,0.186,0.193,0.206
0.200,0.287,0.200,0.237,0.075
0.245,0.306,0.224,0.184,0.041
0.259,0.281,0.200,0.200,0.059
0.250,0.258,0.225,0.200,0.067
0.238,0.279,0.238,0.213,0.033
0.238,0.279,0.238,0.213,0.033
0.240,0.273,0.231,0.215,0.041
0.231,0.273,0.240,0.215,0.041
0.235,0.277,0.244,0.210,0.034
0.235,0.277,0.244,0.210,0.034
0.235,0.277,0.244,0.210,0.034
