# Ir,Pd,Pt,Rh,Ru
0.240,0.182,0.176,0.179,0.223
0.259,0.136,0.259,0.247,0.099
0.273,0.158,0.245,0.237,0.086
0.290,0.183,0.252,0.214,0.061
0.320,0.195,0.219,0.211,0.055
0.320,0.184,0.224,0.216,0.056
0.317,0.187,0.228,0.220,0.049
0.323,0.202,0.218,0.218,0.040
0.323,0.202,0.218,0.218,0.040
0.323,0.202,0.218,0.218,0.040
