# Ir,Pd,Pt,Rh,Ru
0.209,0.233,0.189,0.193,0.176
0.268,0.261,0.197,0.197,0.076
0.259,0.223,0.194,0.209,0.115
0.250,0.258,0.217,0.208,0.067
0.265,0.274,0.204,0.195,0.062
0.278,0.278,0.217,0.183,0.043
0.263,0.281,0.202,0.202,0.053
0.274,0.292,0.195,0.195,0.044
0.274,0.292,0.195,0.195,0.044
0.274,0.292,0.195,0.195,0.044
