# Ir,Pd,Pt,Rh,Ru
0.226,0.169,0.247,0.209,0.149
0.253,0.213,0.230,0.218,0.086
0.230,0.218,0.242,0.194,0.115
0.225,0.219,0.244,0.219,0.094
0.208,0.226,0.239,0.239,0.088
0.217,0.242,0.248,0.229,0.064
0.221,0.240,0.234,0.240,0.065
0.221,0.240,0.240,0.240,0.058
0.214,0.234,0.240,0.253,0.058
0.214,0.234,0.240,0.253,0.058
