# Ir,Pd,Pt,Rh,Ru
0.233,0.162,0.182,0.199,0.223
0.297,0.158,0.177,0.259,0.108
0.310,0.179,0.172,0.234,0.103
0.341,0.182,0.182,0.235,0.061
0.305,0.169,0.237,0.229,0.059
0.308,0.167,0.217,0.225,0.083
0.284,0.174,0.257,0.220,0.064
0.298,0.173,0.260,0.212,0.058
0.295,0.181,0.257,0.210,0.057
0.279,0.183,0.269,0.212,0.058
0.279,0.183,0.269,0.212,0.058
