# Ir,Pd,Pt,Rh,Ru
0.166,0.186,0.233,0.209,0.206
0.253,0.175,0.299,0.169,0.104
0.241,0.214,0.304,0.143,0.098
0.239,0.212,0.248,0.212,0.088
0.222,0.212,0.273,0.212,0.081
0.222,0.176,0.250,0.231,0.120
0.218,0.208,0.267,0.248,0.059
0.219,0.229,0.271,0.229,0.052
0.216,0.237,0.268,0.216,0.062
0.224,0.245,0.255,0.214,0.061
0.221,0.242,0.263,0.221,0.053
0.226,0.237,0.269,0.215,0.054
0.228,0.239,0.272,0.217,0.043
0.222,0.256,0.267,0.222,0.033
0.222,0.256,0.267,0.222,0.033
