# Ir,Pd,Pt,Rh,Ru
0.213,0.176,0.230,0.199,0.182
0.194,0.173,0.281,0.245,0.108
0.194,0.208,0.278,0.215,0.104
0.225,0.239,0.289,0.211,0.035
0.207,0.229,0.293,0.250,0.021
0.210,0.225,0.297,0.246,0.022
0.213,0.220,0.298,0.241,0.028
0.227,0.234,0.284,0.234,0.021
0.225,0.232,0.297,0.232,0.014
0.226,0.234,0.299,0.234,0.007
0.228,0.243,0.301,0.221,0.007
0.224,0.246,0.306,0.216,0.007
0.224,0.246,0.306,0.216,0.007
