# Ir,Pd,Pt,Rh,Ru
0.172,0.216,0.220,0.209,0.182
0.228,0.193,0.255,0.269,0.055
0.197,0.205,0.242,0.288,0.068
0.234,0.210,0.226,0.266,0.065
0.230,0.198,0.222,0.294,0.056
0.232,0.184,0.232,0.296,0.056
0.230,0.205,0.238,0.254,0.074
0.241,0.207,0.241,0.267,0.043
0.246,0.202,0.246,0.263,0.044
0.227,0.200,0.255,0.273,0.045
0.224,0.206,0.252,0.280,0.037
0.222,0.213,0.250,0.259,0.056
0.224,0.196,0.262,0.280,0.037
0.234,0.206,0.252,0.271,0.037
0.239,0.202,0.248,0.275,0.037
0.239,0.202,0.248,0.275,0.037
