# Ir,Pd,Pt,Rh,Ru
0.193,0.236,0.193,0.189,0.189
0.221,0.262,0.233,0.209,0.076
0.235,0.261,0.209,0.242,0.052
0.231,0.294,0.203,0.224,0.049
0.211,0.316,0.211,0.241,0.023
0.226,0.323,0.218,0.210,0.024
0.225,0.333,0.217,0.208,0.017
0.223,0.322,0.223,0.215,0.017
0.223,0.322,0.223,0.215,0.017
0.230,0.320,0.221,0.213,0.016
0.230,0.320,0.221,0.213,0.016
