# Ir,Pd,Pt,Rh,Ru
0.203,0.159,0.186,0.220,0.233
0.253,0.171,0.209,0.241,0.127
0.263,0.180,0.211,0.233,0.113
0.263,0.158,0.219,0.228,0.132
0.252,0.159,0.234,0.243,0.112
0.236,0.160,0.264,0.255,0.085
0.250,0.144,0.250,0.269,0.087
0.230,0.177,0.248,0.248,0.097
0.231,0.194,0.241,0.250,0.083
0.226,0.217,0.245,0.236,0.075
0.224,0.206,0.234,0.243,0.093
0.223,0.214,0.233,0.252,0.078
0.223,0.214,0.233,0.252,0.078
0.223,0.214,0.233,0.252,0.078
