# Ir,Pd,Pt,Rh,Ru
0.203,0.166,0.196,0.250,0.186
0.254,0.154,0.215,0.292,0.085
0.280,0.161,0.220,0.263,0.076
0.252,0.224,0.262,0.206,0.056
0.262,0.224,0.262,0.187,0.065
0.234,0.224,0.271,0.224,0.047
0.248,0.238,0.257,0.219,0.038
0.250,0.241,0.241,0.231,0.037
0.239,0.248,0.239,0.248,0.028
0.241,0.241,0.241,0.250,0.028
0.241,0.241,0.241,0.250,0.028
