# Ir,Pd,Pt,Rh,Ru
0.189,0.216,0.203,0.193,0.199
0.289,0.224,0.217,0.211,0.059
0.243,0.243,0.228,0.213,0.074
0.241,0.241,0.255,0.212,0.051
0.206,0.254,0.278,0.198,0.063
0.221,0.238,0.279,0.230,0.033
0.228,0.228,0.289,0.237,0.018
0.243,0.225,0.297,0.225,0.009
0.234,0.224,0.308,0.224,0.009
0.243,0.224,0.299,0.224,0.009
0.243,0.224,0.299,0.224,0.009
