# Ir,Pd,Pt,Rh,Ru
0.230,0.216,0.196,0.155,0.203
0.195,0.255,0.242,0.188,0.121
0.139,0.287,0.238,0.254,0.082
0.179,0.299,0.239,0.197,0.085
0.198,0.297,0.216,0.207,0.081
0.187,0.290,0.224,0.206,0.093
0.179,0.292,0.236,0.217,0.075
0.181,0.305,0.238,0.200,0.076
0.183,0.298,0.231,0.212,0.077
0.183,0.298,0.231,0.212,0.077
