# Ir,Pd,Pt,Rh,Ru
0.226,0.155,0.193,0.243,0.182
0.270,0.185,0.202,0.247,0.096
0.259,0.204,0.190,0.265,0.082
0.278,0.222,0.167,0.270,0.063
0.300,0.208,0.158,0.275,0.058
0.301,0.211,0.154,0.276,0.057
0.304,0.208,0.152,0.272,0.064
0.309,0.211,0.154,0.268,0.057
0.301,0.211,0.154,0.268,0.065
0.304,0.208,0.152,0.272,0.064
0.299,0.205,0.165,0.276,0.055
0.299,0.205,0.165,0.276,0.055
