# Ir,Pd,Pt,Rh,Ru
0.199,0.233,0.179,0.149,0.240
0.236,0.236,0.236,0.149,0.142
0.204,0.306,0.241,0.139,0.111
0.194,0.337,0.214,0.163,0.092
0.233,0.314,0.233,0.174,0.047
0.230,0.333,0.230,0.161,0.046
0.225,0.326,0.247,0.169,0.034
0.230,0.310,0.241,0.184,0.034
0.231,0.297,0.231,0.209,0.033
0.231,0.297,0.231,0.209,0.033
