# Ir,Pd,Pt,Rh,Ru
0.193,0.220,0.172,0.196,0.220
0.230,0.270,0.197,0.217,0.086
0.180,0.270,0.262,0.172,0.115
0.191,0.287,0.235,0.191,0.096
0.196,0.277,0.241,0.196,0.089
0.198,0.297,0.248,0.198,0.059
0.200,0.280,0.240,0.210,0.070
0.200,0.280,0.250,0.220,0.050
0.210,0.280,0.250,0.210,0.050
0.210,0.280,0.250,0.210,0.050
0.212,0.283,0.253,0.202,0.051
0.212,0.283,0.253,0.202,0.051
