# Ir,Pd,Pt,Rh,Ru
0.196,0.220,0.186,0.193,0.206
0.247,0.228,0.234,0.215,0.076
0.191,0.265,0.257,0.199,0.088
0.223,0.264,0.273,0.190,0.050
0.212,0.246,0.280,0.212,0.051
0.210,0.261,0.269,0.210,0.050
0.232,0.241,0.295,0.196,0.036
0.252,0.225,0.279,0.216,0.027
0.246,0.237,0.272,0.219,0.026
0.248,0.230,0.283,0.221,0.018
0.239,0.248,0.274,0.214,0.026
0.239,0.239,0.283,0.221,0.018
0.239,0.239,0.283,0.221,0.018
