# Ir,Pd,Pt,Rh,Ru
0.203,0.193,0.193,0.213,0.199
0.249,0.231,0.197,0.243,0.081
0.225,0.252,0.166,0.245,0.113
0.263,0.234,0.197,0.212,0.095
0.263,0.233,0.195,0.218,0.090
0.248,0.256,0.184,0.232,0.080
0.235,0.261,0.185,0.235,0.084
0.235,0.235,0.200,0.243,0.087
0.243,0.217,0.200,0.243,0.096
0.250,0.214,0.205,0.250,0.080
0.250,0.214,0.205,0.250,0.080
