# Ir,Pd,Pt,Rh,Ru
0.166,0.193,0.213,0.223,0.206
0.225,0.218,0.211,0.261,0.085
0.171,0.203,0.260,0.260,0.106
0.195,0.212,0.230,0.292,0.071
0.170,0.240,0.220,0.320,0.050
0.170,0.245,0.236,0.302,0.047
0.175,0.233,0.252,0.301,0.039
0.192,0.222,0.253,0.283,0.051
0.191,0.223,0.245,0.309,0.032
0.191,0.223,0.245,0.309,0.032
0.191,0.223,0.245,0.309,0.032
