# Au,Pd,Pt,Ru
0.010,0.392,0.324,0.274
0.028,0.518,0.418,0.035
0.023,0.556,0.414,0.008
0.023,0.557,0.420,0.000
0.023,0.557,0.420,0.000
0.023,0.557,0.420,0.000
