# Au,Pd,Pt,Ru
0.020,0.368,0.301,0.311
0.053,0.489,0.414,0.045
0.036,0.475,0.460,0.029
0.044,0.474,0.481,0.000
0.044,0.456,0.500,0.000
0.044,0.459,0.496,0.000
0.044,0.459,0.496,0.000
