# Au,Pd,Pt,Ru
0.024,0.365,0.301,0.311
0.066,0.474,0.372,0.088
0.047,0.496,0.403,0.054
0.050,0.487,0.445,0.017
0.051,0.487,0.453,0.009
0.044,0.491,0.456,0.009
0.044,0.496,0.451,0.009
0.044,0.496,0.451,0.009
