# Au,Pd,Pt,Ru
0.010,0.334,0.307,0.348
0.027,0.423,0.486,0.063
0.040,0.400,0.520,0.040
0.040,0.414,0.505,0.040
0.043,0.424,0.533,0.000
0.043,0.424,0.533,0.000
0.043,0.424,0.533,0.000
