# Au,Pd,Pt,Ru
0.024,0.372,0.318,0.287
0.058,0.518,0.388,0.036
0.059,0.478,0.419,0.044
0.062,0.500,0.431,0.008
0.062,0.500,0.431,0.008
0.062,0.500,0.431,0.008
