# Au,Pd,Pt,Ru
0.003,0.355,0.331,0.311
0.014,0.507,0.390,0.089
0.007,0.522,0.442,0.029
0.008,0.528,0.463,0.000
0.008,0.525,0.467,0.000
0.008,0.525,0.467,0.000
