# Au,Pd,Pt,Ru
0.010,0.341,0.385,0.264
0.029,0.453,0.489,0.029
0.029,0.453,0.496,0.022
0.030,0.444,0.519,0.008
0.030,0.447,0.523,0.000
0.030,0.447,0.523,0.000
