# Au,Pd,Pt,Ru
0.030,0.378,0.297,0.294
0.057,0.508,0.402,0.033
0.064,0.518,0.418,0.000
0.062,0.509,0.420,0.009
0.062,0.513,0.425,0.000
0.062,0.513,0.425,0.000
