# Au,Pd,Pt,Ru
0.034,0.321,0.358,0.287
0.063,0.365,0.484,0.087
0.067,0.429,0.495,0.010
0.064,0.422,0.486,0.028
0.062,0.420,0.509,0.009
0.063,0.414,0.523,0.000
0.063,0.414,0.523,0.000
