# Au,Pd,Pt,Ru
0.014,0.318,0.361,0.307
0.023,0.462,0.492,0.023
0.023,0.450,0.511,0.015
0.023,0.443,0.511,0.023
0.024,0.457,0.520,0.000
0.024,0.460,0.516,0.000
0.023,0.461,0.516,0.000
0.023,0.461,0.516,0.000
