# Au,Pd,Pt,Ru
0.034,0.338,0.361,0.267
0.053,0.435,0.473,0.038
0.049,0.463,0.480,0.008
0.050,0.467,0.475,0.008
0.050,0.471,0.479,0.000
0.050,0.471,0.479,0.000
