# Au,Pd,Pt,Ru
0.034,0.351,0.284,0.331
0.080,0.500,0.362,0.058
0.077,0.485,0.431,0.008
0.068,0.477,0.424,0.030
0.071,0.488,0.433,0.008
0.071,0.484,0.437,0.008
0.071,0.484,0.437,0.008
