# Au,Pd,Pt,Ru
0.030,0.368,0.341,0.260
0.077,0.431,0.415,0.077
0.078,0.445,0.438,0.039
0.081,0.460,0.435,0.024
0.081,0.447,0.447,0.024
0.082,0.451,0.451,0.016
0.082,0.451,0.451,0.016
