# Au,Pd,Pt,Ru
0.030,0.345,0.361,0.264
0.059,0.463,0.471,0.007
0.048,0.476,0.460,0.016
0.048,0.476,0.468,0.008
0.049,0.475,0.467,0.008
0.050,0.487,0.462,0.000
0.050,0.487,0.462,0.000
