# Au,Pd,Pt,Ru
0.014,0.375,0.274,0.338
0.035,0.451,0.434,0.080
0.049,0.417,0.485,0.049
0.043,0.462,0.484,0.011
0.043,0.447,0.489,0.021
0.044,0.462,0.495,0.000
0.044,0.473,0.473,0.011
0.044,0.473,0.484,0.000
0.044,0.473,0.484,0.000
