# Au,Pd,Pt,Ru
0.007,0.382,0.314,0.297
0.041,0.472,0.431,0.057
0.042,0.500,0.424,0.034
0.043,0.500,0.431,0.026
0.043,0.521,0.427,0.009
0.042,0.529,0.429,0.000
0.041,0.537,0.421,0.000
0.042,0.542,0.417,0.000
0.041,0.545,0.413,0.000
0.041,0.545,0.413,0.000
