# Au,Pd,Pt,Ru
0.030,0.338,0.314,0.318
0.073,0.439,0.455,0.033
0.069,0.457,0.448,0.026
0.068,0.444,0.462,0.026
0.070,0.443,0.487,0.000
0.067,0.454,0.471,0.008
0.068,0.449,0.475,0.008
0.067,0.450,0.475,0.008
0.068,0.441,0.492,0.000
0.068,0.441,0.492,0.000
