# Au,Pd,Pt,Ru
0.024,0.328,0.345,0.304
0.061,0.439,0.446,0.054
0.058,0.475,0.460,0.007
0.052,0.478,0.463,0.007
0.043,0.489,0.460,0.007
0.044,0.489,0.467,0.000
0.044,0.489,0.467,0.000
