# Au,Pd,Pt,Ru
0.027,0.368,0.284,0.321
0.068,0.477,0.402,0.053
0.066,0.488,0.413,0.033
0.059,0.479,0.429,0.034
0.070,0.496,0.426,0.009
0.059,0.496,0.437,0.008
0.060,0.509,0.431,0.000
0.060,0.509,0.431,0.000
