# Au,Pd,Pt,Ru
0.037,0.318,0.368,0.277
0.058,0.442,0.467,0.033
0.049,0.447,0.472,0.033
0.050,0.450,0.492,0.008
0.050,0.462,0.487,0.000
0.050,0.462,0.487,0.000
