# Au,Pd,Pt,Ru
0.020,0.328,0.331,0.321
0.050,0.387,0.504,0.059
0.047,0.402,0.480,0.071
0.041,0.410,0.525,0.025
0.040,0.427,0.508,0.024
0.041,0.446,0.496,0.017
0.041,0.446,0.496,0.017
