# Au,Pd,Pt,Ru
0.003,0.328,0.331,0.338
0.000,0.442,0.504,0.053
0.008,0.471,0.479,0.041
0.009,0.477,0.486,0.027
0.009,0.495,0.495,0.000
0.009,0.491,0.500,0.000
0.009,0.491,0.500,0.000
