# Au,Pd,Pt,Ru
0.037,0.348,0.351,0.264
0.049,0.490,0.434,0.028
0.050,0.496,0.439,0.014
0.050,0.500,0.429,0.021
0.051,0.493,0.449,0.007
0.051,0.504,0.445,0.000
0.051,0.504,0.445,0.000
