# Au,Pd,Pt,Ru
0.034,0.348,0.341,0.277
0.078,0.390,0.482,0.050
0.077,0.399,0.490,0.035
0.079,0.410,0.496,0.014
0.080,0.413,0.500,0.007
0.080,0.413,0.500,0.007
