# Au,Pd,Pt,Ru
0.010,0.368,0.318,0.304
0.015,0.478,0.441,0.066
0.016,0.500,0.452,0.032
0.017,0.504,0.471,0.008
0.017,0.517,0.458,0.008
0.017,0.508,0.467,0.008
0.016,0.496,0.480,0.008
0.016,0.492,0.492,0.000
0.016,0.477,0.500,0.008
0.016,0.484,0.500,0.000
0.016,0.484,0.500,0.000
0.016,0.484,0.500,0.000
