# Au,Pd,Pt,Ru
0.020,0.341,0.358,0.280
0.032,0.400,0.504,0.064
0.032,0.427,0.500,0.040
0.025,0.432,0.517,0.025
0.026,0.456,0.518,0.000
0.026,0.456,0.518,0.000
