# Au,Pd,Pt,Ru
0.027,0.294,0.341,0.338
0.066,0.434,0.467,0.033
0.068,0.398,0.492,0.042
0.052,0.426,0.504,0.017
0.045,0.446,0.509,0.000
0.045,0.446,0.509,0.000
