# Au,Pd,Pt,Ru
0.044,0.341,0.314,0.301
0.089,0.350,0.496,0.065
0.102,0.383,0.492,0.023
0.106,0.407,0.480,0.008
0.104,0.416,0.480,0.000
0.105,0.411,0.484,0.000
0.105,0.411,0.484,0.000
