# Au,Pd,Pt,Ru
0.041,0.318,0.291,0.351
0.087,0.391,0.417,0.104
0.085,0.383,0.489,0.043
0.077,0.407,0.484,0.033
0.080,0.420,0.500,0.000
0.078,0.411,0.511,0.000
0.078,0.411,0.511,0.000
