# Au,Pd,Pt,Ru
0.010,0.358,0.314,0.318
0.026,0.466,0.474,0.034
0.024,0.468,0.468,0.040
0.009,0.500,0.482,0.009
0.009,0.509,0.482,0.000
0.009,0.509,0.482,0.000
