# Au,Pd,Pt,Ru
0.037,0.334,0.311,0.318
0.061,0.476,0.367,0.095
0.069,0.515,0.377,0.038
0.070,0.504,0.388,0.039
0.065,0.516,0.411,0.008
0.065,0.516,0.411,0.008
0.065,0.508,0.411,0.016
0.065,0.516,0.411,0.008
0.065,0.516,0.411,0.008
