# Ag,Au,Cu,Ir,Pd,Pt,Rh,Ru,n_Ag,n_Au,n_Cu,n_Ir,n_Pd,n_Pt,n_Rh,n_Ru,dE,CN,db_rowidx
1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1.115459,4,2
0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1.019622,3,4
0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,1,0.972965,5,6
0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,-0.176709,5,8
0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0.438420,4,12
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,-0.104044,5,16
0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,-0.680950,5,94
0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,-0.653996,5,101
0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,-0.204006,5,176
0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,0,-1.911875,5,178
0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,0,-1.156054,5,184
0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,-1.882009,5,186
0,0,0,1,0,0,0,0,2,0,0,1,1,0,1,0,-1.613460,5,230
0,0,0,0,0,0,0,1,2,0,0,1,1,0,1,0,-1.665706,5,237
0,0,0,1,0,0,0,0,1,1,3,1,1,1,0,0,-0.475381,8,246
0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0.219752,5,250
0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,-0.260316,5,252
0,0,0,0,0,0,0,1,1,1,3,1,2,1,0,0,-0.544677,9,254
0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,0,-2.521614,5,356
0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0.127888,5,381
0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,-0.544449,5,383
0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,-0.142725,5,389
0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,-0.643122,5,390
0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,-0.058409,5,398
0,0,0,1,0,0,0,0,0,2,0,1,3,0,0,2,0.201773,8,400
0,0,0,0,0,1,0,0,0,1,1,0,3,0,0,0,-0.516308,5,403
0,0,0,0,0,0,1,0,0,2,0,1,3,0,0,2,0.732437,8,405
0,0,0,0,0,0,0,1,0,2,0,1,3,0,0,2,0.027934,8,407
0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,-1.034657,5,441
1,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0.456795,5,462
0,1,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0.719894,5,464
0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,0.343646,5,466
0,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,-0.163405,5,468
0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0.498931,5,469
0,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0.530234,5,471
0,0,0,0,0,0,1,0,0,1,0,3,1,0,0,0,0.143240,5,473
0,0,0,0,0,0,0,1,0,1,0,3,1,0,0,0,-0.230016,5,475
0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0.095686,5,516
0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,1,-0.537984,5,518
0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,1,0.202620,5,520
0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,1,0.268469,5,522
0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,1,-0.152948,5,524
0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,1,-0.633843,5,526
0,0,1,0,0,0,0,0,3,0,1,0,0,1,0,0,-0.415986,5,533
0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,0,-2.465592,5,535
0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,-0.814119,5,539
0,0,0,0,0,0,1,0,3,0,1,0,0,1,0,0,-1.547244,5,541
0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,-2.715058,5,543
0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,-1.136546,5,570
0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,-0.561817,5,576
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,-1.052737,5,577
0,0,0,1,0,0,0,0,0,0,2,0,1,1,1,0,-1.592222,5,587
0,0,0,0,0,0,1,0,0,0,2,0,1,1,1,0,-0.975179,5,592
0,0,0,0,0,0,0,1,0,0,2,0,1,1,1,0,-1.625535,5,594
0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,-1.477780,5,604
0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,-0.792109,5,610
0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,-1.601202,5,611
0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,0,-2.689977,5,662
0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,-1.902431,5,671
0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,-0.977165,5,815
0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,-1.058580,5,832
0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,-0.515071,5,842
0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,-1.993343,5,900
0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,0,-0.136971,5,925
0,0,0,1,0,0,0,0,1,0,0,1,0,2,1,0,-1.492764,5,926
0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,0,-1.318271,5,934
0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,0,-1.172702,5,944
0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,0,-1.091761,5,951
1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,-0.227792,4,1057
0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,-0.070548,4,1059
0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,-0.745593,4,1061
0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,-3.005332,4,1063
0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,-0.736632,4,1064
0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,-1.258426,4,1066
0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,-2.085804,4,1068
0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,-3.376564,4,1070
0,0,1,0,0,0,0,0,0,0,2,1,0,2,0,0,-0.064582,5,1077
0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,0,-1.586157,5,1079
0,0,0,0,0,0,1,0,0,0,2,1,0,2,0,0,-0.796339,5,1085
0,0,0,0,0,0,0,1,0,0,2,1,0,2,0,0,-1.650820,5,1087
0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,-1.373750,5,1113
0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,-1.507636,5,1121
0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1,-0.945933,5,1172
1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,-0.479865,4,1175
0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,-0.418880,4,1177
0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,-0.701456,4,1179
0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,-2.442722,4,1181
0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,-0.773833,4,1183
0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,-1.068645,4,1185
0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,-1.651248,4,1187
0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,-2.579431,4,1189
0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,-0.101308,5,1231
0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,-2.355805,5,1233
0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,-2.355899,5,1240
0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,-1.376126,5,1300
0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,-1.315607,5,1308
0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,-0.732165,5,1342
0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,1,-0.493954,5,1350
0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,1,-2.537132,5,1352
0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,1,-1.538127,5,1357
0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,1,-2.690328,5,1359
0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,-0.901349,5,1369
0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,-0.783205,5,1376
0,0,0,1,0,0,0,0,0,0,1,2,0,2,0,0,-0.835063,5,1402
0,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,-0.812780,5,1410
0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0.123194,5,1435
0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,-0.391376,5,1437
0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,0.402849,5,1441
0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0.013109,5,1443
0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,-0.471582,5,1444
0,0,1,0,0,0,0,0,1,0,1,2,0,1,0,0,0.293673,5,1468
0,0,0,1,0,0,0,0,1,0,1,2,0,1,0,0,-0.364021,5,1470
0,0,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0.484534,5,1472
0,0,0,0,0,1,0,0,1,0,1,2,0,1,0,0,0.516777,5,1474
0,0,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0.072807,5,1476
0,0,0,0,0,0,0,1,1,0,1,2,0,1,0,0,-0.480497,5,1478
1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,-0.100879,4,1482
0,1,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0.218944,6,1484
0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,-0.303608,4,1486
0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,-1.267101,4,1488
0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,-0.205877,4,1490
0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,-0.333356,4,1492
0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,-0.694245,4,1493
0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,-1.208853,4,1495
0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1,-0.190714,5,1588
0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,1,-1.502648,5,1590
